Shelf,Title,Author,Rating,Publication Year,Link
non-fiction,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,3.87,2016,https://www.goodreads.com/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck
non-fiction,A Short History of Nearly Everything,Bill Bryson,4.22,2003,https://www.goodreads.com/book/show/21.A_Short_History_of_Nearly_Everything
non-fiction,Man's Search for Meaning,Viktor E. Frankl,4.37,1946,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning
non-fiction,We Should All Be Feminists,Chimamanda Ngozi Adichie,4.39,2012,https://www.goodreads.com/book/show/22738563-we-should-all-be-feminists
non-fiction,Born a Crime: Stories From a South African Childhood,Trevor Noah,4.49,2016,https://www.goodreads.com/book/show/29780253-born-a-crime
non-fiction,"Thinking, Fast and Slow",Daniel Kahneman,4.17,2011,https://www.goodreads.com/book/show/11468377-thinking-fast-and-slow
non-fiction,Into the Wild,Jon Krakauer,4.02,1996,https://www.goodreads.com/book/show/60869516-into-the-wild
non-fiction,Night,Elie Wiesel,4.38,1956,https://www.goodreads.com/book/show/1617.Night
non-fiction,When Breath Becomes Air,Paul Kalanithi,4.41,2016,https://www.goodreads.com/book/show/25899336-when-breath-becomes-air
non-fiction,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,4.04,1997,https://www.goodreads.com/book/show/1842.Guns_Germs_and_Steel
non-fiction,In Cold Blood,Truman Capote,4.09,1966,https://www.goodreads.com/book/show/168642.In_Cold_Blood
non-fiction,Between the World and Me,Ta-Nehisi Coates,4.4,2015,https://www.goodreads.com/book/show/25489625-between-the-world-and-me
non-fiction,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.01,2000,https://www.goodreads.com/book/show/2612.The_Tipping_Point
non-fiction,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,4.34,2019,https://www.goodreads.com/book/show/41104077-invisible-women
non-fiction,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.96,2005,https://www.goodreads.com/book/show/40102.Blink
non-fiction,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.14,2017,https://www.goodreads.com/book/show/193388249-killers-of-the-flower-moon
non-fiction,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,4.26,1997,https://www.goodreads.com/book/show/1898.Into_Thin_Air
non-fiction,Stiff: The Curious Lives of Human Cadavers,Mary Roach,4.06,2003,https://www.goodreads.com/book/show/56769575-stiff
non-fiction,A Brief History of Time,Stephen Hawking,4.21,1988,https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time
non-fiction,The Glass Castle,Jeannette Walls,4.33,2005,https://www.goodreads.com/book/show/7445.The_Glass_Castle
non-fiction,On Writing: A Memoir of the Craft,Stephen        King,4.34,2000,https://www.goodreads.com/book/show/10569.On_Writing
non-fiction,Bossypants,Tina Fey,3.96,2011,https://www.goodreads.com/book/show/9418327-bossypants
non-fiction,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,3.88,2010,https://www.goodreads.com/book/show/22318578-the-life-changing-magic-of-tidying-up
non-fiction,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.39,2010,https://www.goodreads.com/book/show/8664353-unbroken
non-fiction,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,4.07,2012,https://www.goodreads.com/book/show/12262741-wild
non-fiction,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.13,2012,https://www.goodreads.com/book/show/12609433-the-power-of-habit
non-fiction,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,4.11,2018,https://www.goodreads.com/book/show/35068432-i-ll-be-gone-in-the-dark
non-fiction,Crying in H Mart,Michelle Zauner,4.24,2021,https://www.goodreads.com/book/show/54814676-crying-in-h-mart
non-fiction,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,4.16,2012,https://www.goodreads.com/book/show/17851885-i-am-malala
non-fiction,How to Win Friends & Influence People,Dale Carnegie,4.22,1936,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_Influence_People
non-fiction,The Art of War,Sun Tzu,3.95,,https://www.goodreads.com/book/show/10534.The_Art_of_War
non-fiction,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.07,1998,https://www.goodreads.com/book/show/9791.A_Walk_in_the_Woods
non-fiction,Homo Deus: A History of Tomorrow,Yuval Noah Harari,4.19,2015,https://www.goodreads.com/book/show/31138556-homo-deus
non-fiction,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,4.05,1985,https://www.goodreads.com/book/show/63697.The_Man_Who_Mistook_His_Wife_for_a_Hat_and_Other_Clinical_Tales
non-fiction,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,4.37,2017,https://www.goodreads.com/book/show/34466963-why-we-sleep
non-fiction,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,4.36,2014,https://www.goodreads.com/book/show/18693771-the-body-keeps-the-score
non-fiction,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.14,2014,https://www.goodreads.com/book/show/21413662-what-if
non-fiction,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,3.84,2016,https://www.goodreads.com/book/show/27161156-hillbilly-elegy
non-fiction,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,4.2,1997,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie
history,A People’s History of the United States: 1492 - Present,Howard Zinn,4.09,1980,https://www.goodreads.com/book/show/2767.A_People_s_History_of_the_United_States
history,1776,David McCullough,4.1,2005,https://www.goodreads.com/book/show/1067.1776
history,SPQR: A History of Ancient Rome,Mary Beard,4.06,2015,https://www.goodreads.com/book/show/28789711-spqr
history,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,4.22,1960,https://www.goodreads.com/book/show/767171.The_Rise_and_Fall_of_the_Third_Reich
history,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,4.05,2005,https://www.goodreads.com/book/show/39020.1491
history,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.26,1970,https://www.goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee
history,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,4.28,2005,https://www.goodreads.com/book/show/2199.Team_of_Rivals
history,The Guns of August,Barbara W. Tuchman,4.18,1962,https://www.goodreads.com/book/show/40779082-the-guns-of-august
history,Genghis Khan and the Making of the Modern World,Jack Weatherford,4.06,2004,https://www.goodreads.com/book/show/40718726-genghis-khan-and-the-making-of-the-modern-world
history,John Adams,David McCullough,4.08,2001,https://www.goodreads.com/book/show/2203.John_Adams
history,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,3.89,2011,https://www.goodreads.com/book/show/9938498-in-the-garden-of-beasts
history,Alexander Hamilton,Ron Chernow,4.22,2004,https://www.goodreads.com/book/show/16130.Alexander_Hamilton
history,The Silk Roads: A New History of the World,Peter Frankopan,4.17,2015,https://www.goodreads.com/book/show/25812847-the-silk-roads
history,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,4.48,2010,https://www.goodreads.com/book/show/8171378-the-warmth-of-other-suns
history,"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild,4.19,1998,https://www.goodreads.com/book/show/40961621-king-leopold-s-ghost
history,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,4.13,2015,https://www.goodreads.com/book/show/22551730-dead-wake
history,A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,4.05,1978,https://www.goodreads.com/book/show/568236.A_Distant_Mirror
history,The Histories,Herodotus,4.01,,https://www.goodreads.com/book/show/1362.The_Histories
history,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,4.17,2023,https://www.goodreads.com/book/show/61714633-the-wager
history,The Rape of Nanking: The Forgotten Holocaust of World War II,Iris Chang,4.25,1997,https://www.goodreads.com/book/show/95784.The_Rape_of_Nanking
history,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,James W. Loewen,3.97,1995,https://www.goodreads.com/book/show/296662.Lies_My_Teacher_Told_Me
history,Say Nothing: A True Story of Murder and Memory in Northern Ireland,Patrick Radden Keefe,4.47,2018,https://www.goodreads.com/book/show/40163119-say-nothing
history,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,4.3,2020,https://www.goodreads.com/book/show/51187948-the-splendid-and-the-vile
history,Salt: A World History,Mark Kurlansky,3.75,2002,https://www.goodreads.com/book/show/2715.Salt
history,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",Simon Winchester,3.84,1998,https://www.goodreads.com/book/show/25019.The_Professor_and_the_Madman
history,The Radium Girls: The Dark Story of America’s Shining Women,Kate  Moore,4.16,2016,https://www.goodreads.com/book/show/31409135-the-radium-girls
history,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,4.46,1959,https://www.goodreads.com/book/show/139069.Endurance
history,History of the Peloponnesian War,Thucydides,3.94,,https://www.goodreads.com/book/show/261243.History_of_the_Peloponnesian_War
history,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,4.44,1992,https://www.goodreads.com/book/show/42389.Band_of_Brothers
history,Hiroshima,John Hersey,4.05,1946,https://www.goodreads.com/book/show/27323.Hiroshima
history,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.94,2004,https://www.goodreads.com/book/show/475.Collapse
history,Caste: The Origins of Our Discontents,Isabel Wilkerson,4.53,2020,https://www.goodreads.com/book/show/51152447-caste
history,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",Candice Millard,4.23,2011,https://www.goodreads.com/book/show/10335318-destiny-of-the-republic
history,Rubicon: The Last Years of the Roman Republic,Tom Holland,4.23,2003,https://www.goodreads.com/book/show/91017.Rubicon
history,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,4.17,2000,https://www.goodreads.com/book/show/17780.In_the_Heart_of_the_Sea
history,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.39,2013,https://www.goodreads.com/book/show/16158542-the-boys-in-the-boat
history,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,4.28,2017,https://www.goodreads.com/book/show/33917107-on-tyranny
history,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,3.99,1995,https://www.goodreads.com/book/show/4806.Longitude
biography,Steve Jobs,Walter Isaacson,4.16,2011,https://www.goodreads.com/book/show/11084145-steve-jobs
biography,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,4.13,2015,https://www.goodreads.com/book/show/25541028-elon-musk
biography,Einstein: His Life and Universe,Walter Isaacson,4.17,2007,https://www.goodreads.com/book/show/10884.Einstein
biography,Leonardo da Vinci,Walter Isaacson,4.18,2017,https://www.goodreads.com/book/show/34684622-leonardo-da-vinci
biography,The Autobiography of Malcolm X,Malcolm X,4.37,1965,https://www.goodreads.com/book/show/92057.The_Autobiography_of_Malcolm_X
biography,Benjamin Franklin: An American Life,Walter Isaacson,4.05,2003,https://www.goodreads.com/book/show/10883.Benjamin_Franklin
biography,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,,,https://www.goodreads.com/book/show/35167685-surely-you-re-joking-mr-feynman
biography,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,4.46,2016,https://www.goodreads.com/book/show/27220736-shoe-dog
biography,A Promised Land,Barack Obama,4.32,2020,https://www.goodreads.com/book/show/55361205-a-promised-land
biography,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.3,1969,https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings
biography,Washington: A Life,Ron Chernow,4.17,2010,https://www.goodreads.com/book/show/8255917-washington
biography,Cleopatra: A Life,Stacy Schiff,3.73,2010,https://www.goodreads.com/book/show/7968243-cleopatra
biography,The Autobiography of Benjamin Franklin,Benjamin Franklin,3.85,1791,https://www.goodreads.com/book/show/52309.The_Autobiography_of_Benjamin_Franklin
biography,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,4.22,2010,https://www.goodreads.com/book/show/7501962-bonhoeffer
biography,"The Rise of Theodore Roosevelt (Theodore Roosevelt, #1)",Edmund  Morris,4.22,1979,https://www.goodreads.com/book/show/40929.The_Rise_of_Theodore_Roosevelt
biography,American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,Kai Bird,4.31,2005,https://www.goodreads.com/book/show/80571.American_Prometheus
biography,"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,4.15,1998,https://www.goodreads.com/book/show/16121.Titan
biography,Catherine the Great: Portrait of a Woman,Robert K. Massie,3.94,2011,https://www.goodreads.com/book/show/10414941-catherine-the-great
biography,Truman,David McCullough,4.17,1992,https://www.goodreads.com/book/show/2279.Truman
biography,Long Walk to Freedom,Nelson Mandela,4.36,1994,https://www.goodreads.com/book/show/318431.Long_Walk_to_Freedom
biography,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,4.48,1971,https://www.goodreads.com/book/show/561909.The_Hiding_Place
biography,Greenlights,Matthew McConaughey,4.2,2020,https://www.goodreads.com/book/show/52838315-greenlights
biography,"Angela’s Ashes (Frank McCourt, #1)",Frank McCourt,4.15,1996,https://www.goodreads.com/book/show/252577.Angela_s_Ashes
biography,Yes Please,Amy Poehler,3.85,2014,https://www.goodreads.com/book/show/20910157-yes-please
biography,The Wright Brothers,David McCullough,4.17,2015,https://www.goodreads.com/book/show/22609391-the-wright-brothers
biography,Grant,Ron Chernow,4.5,2017,https://www.goodreads.com/book/show/34237826-grant
biography,Elon Musk,Walter Isaacson,4.33,2023,https://www.goodreads.com/book/show/122765395-elon-musk
biography,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,3.94,1995,https://www.goodreads.com/book/show/88061.Dreams_from_My_Father
biography,Narrative of the Life of Frederick Douglass,Frederick Douglass,4.13,1845,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
biography,Spare,Prince Harry,3.84,2023,https://www.goodreads.com/book/show/62296528-spare
science,The Selfish Gene,Richard Dawkins,4.16,1976,https://www.goodreads.com/book/show/61535.The_Selfish_Gene
science,Astrophysics for People in a Hurry,Neil deGrasse Tyson,4.08,2017,https://www.goodreads.com/book/show/32191710-astrophysics-for-people-in-a-hurry
science,Cosmos,Carl Sagan,4.4,1980,https://www.goodreads.com/book/show/55030.Cosmos
science,The Origin of Species,Charles Darwin,4.01,1859,https://www.goodreads.com/book/show/22463.The_Origin_of_Species
science,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,4.1,1999,https://www.goodreads.com/book/show/8049273-the-elegant-universe
science,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,4.29,1995,https://www.goodreads.com/book/show/17349.The_Demon_Haunted_World
science,The Gene: An Intimate History,Siddhartha Mukherjee,4.35,2016,https://www.goodreads.com/book/show/27276428-the-gene
science,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,4.34,2010,https://www.goodreads.com/book/show/7170627-the-emperor-of-all-maladies
science,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,4.15,2014,https://www.goodreads.com/book/show/17910054-the-sixth-extinction
science,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Sam Kean,3.92,2010,https://www.goodreads.com/book/show/7247854-the-disappearing-spoon
science,The Grand Design,Stephen Hawking,4.06,2010,https://www.goodreads.com/book/show/8520362-the-grand-design
science,Seven Brief Lessons on Physics,Carlo Rovelli,3.99,2014,https://www.goodreads.com/book/show/25734172-seven-brief-lessons-on-physics
science,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,4.16,2009,https://www.goodreads.com/book/show/6117055-the-greatest-show-on-earth
science,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene,4.13,2004,https://www.goodreads.com/book/show/22435.The_Fabric_of_the_Cosmos
science,Brief Answers to the Big Questions,Stephen Hawking,4.26,2018,https://www.goodreads.com/book/show/40277241-brief-answers-to-the-big-questions
science,The Structure of Scientific Revolutions,Thomas S. Kuhn,4.03,1962,https://www.goodreads.com/book/show/61539.The_Structure_of_Scientific_Revolutions
science,The God Delusion,Richard Dawkins,3.9,2006,https://www.goodreads.com/book/show/14743.The_God_Delusion
science,The Body: A Guide for Occupants,Bill Bryson,4.31,2019,https://www.goodreads.com/book/show/43582376-the-body
science,I Contain Multitudes: The Microbes Within Us and a Grander View of Life,Ed Yong,4.18,2016,https://www.goodreads.com/book/show/27213168-i-contain-multitudes
science,Chaos: Making a New Science,James Gleick,4.03,1987,https://www.goodreads.com/book/show/64582.Chaos
science,Packing for Mars: The Curious Science of Life in the Void,Mary Roach,3.95,2010,https://www.goodreads.com/book/show/9542311-packing-for-mars
science,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,4.29,1979,https://www.goodreads.com/book/show/24113.G_del_Escher_Bach
science,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,4.34,1994,https://www.goodreads.com/book/show/61663.Pale_Blue_Dot
science,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,4.09,1986,https://www.goodreads.com/book/show/117047.The_Blind_Watchmaker
science,The Universe in a Nutshell,Stephen Hawking,4.19,2001,https://www.goodreads.com/book/show/2095.The_Universe_in_a_Nutshell
science,"The Hidden Life of Trees: What They Feel, How They Communicate: Discoveries from a Secret World",Peter Wohlleben,4.07,2015,https://www.goodreads.com/book/show/28256439-the-hidden-life-of-trees
science,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,4.38,2017,https://www.goodreads.com/book/show/31170723-behave
science,"Entangled Life: How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures",Merlin Sheldrake,4.33,2020,https://www.goodreads.com/book/show/52668915-entangled-life
science,Bad Science,Ben Goldacre,4.06,2008,https://www.goodreads.com/book/show/3272165-bad-science
science,The Rise and Fall of the Dinosaurs: A New History of a Lost World,Steve Brusatte,4.21,2018,https://www.goodreads.com/book/show/35820369-the-rise-and-fall-of-the-dinosaurs
science,Physics of the Impossible,Michio Kaku,4.1,2008,https://www.goodreads.com/book/show/1168341.Physics_of_the_Impossible
science,The Order of Time,Carlo Rovelli,4.13,2017,https://www.goodreads.com/book/show/36442813-the-order-of-time
science,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,4.1,2006,https://www.goodreads.com/book/show/20663770-death-by-black-hole
science,Genome: The Autobiography of a Species in 23 Chapters,Matt Ridley,4.06,1999,https://www.goodreads.com/book/show/4591.Genome
science,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,Richard P. Feynman,4.21,1994,https://www.goodreads.com/book/show/5553.Six_Easy_Pieces
science,Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,4.04,2008,https://www.goodreads.com/book/show/1662160.Your_Inner_Fish
science,A Universe from Nothing: Why There Is Something Rather Than Nothing,Lawrence M. Krauss,3.94,2012,https://www.goodreads.com/book/show/11337189-a-universe-from-nothing
science,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,4.16,1994,https://www.goodreads.com/book/show/16213.The_Hot_Zone
humour,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,3.99,1983,https://www.goodreads.com/book/show/34497.The_Color_of_Magic
humour,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,4.2,1980,https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe
humour,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,4.24,1987,https://www.goodreads.com/book/show/386372.Mort
humour,"Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,4.16,1982,https://www.goodreads.com/book/show/8694.Life_the_Universe_and_Everything
humour,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,4.34,1989,https://www.goodreads.com/book/show/64216.Guards_Guards_
humour,"Equal Rites (Discworld, #3; Witches, #1)",Terry Pratchett,4.07,1987,https://www.goodreads.com/book/show/34507.Equal_Rites
humour,"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,4.08,1984,https://www.goodreads.com/book/show/6091075-so-long-and-thanks-for-all-the-fish
humour,"The Light Fantastic (Discworld, #2; Rincewind, #2)",Terry Pratchett,4.01,1986,https://www.goodreads.com/book/show/34506.The_Light_Fantastic
humour,Me Talk Pretty One Day,David Sedaris,4.01,2000,https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day
humour,"Wyrd Sisters (Discworld, #6; Witches, #2)",Terry Pratchett,4.16,1988,https://www.goodreads.com/book/show/34504.Wyrd_Sisters
humour,Assuming Names: A Con Artist's Masquerade,Tanya Thompson,3.66,2014,https://www.goodreads.com/book/show/21449526-assuming-names
humour,"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man, #1)",Jonas Jonasson,3.82,2009,https://www.goodreads.com/book/show/36578942-the-100-year-old-man-who-climbed-out-the-window-and-disappeared
humour,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,3.97,1987,https://www.goodreads.com/book/show/365.Dirk_Gently_s_Holistic_Detective_Agency
humour,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,3.96,1992,https://www.goodreads.com/book/show/569429.Mostly_Harmless
humour,"Three Men in a Boat (Three Men, #1)",Jerome K. Jerome,3.83,1889,https://www.goodreads.com/book/show/4921.Three_Men_in_a_Boat
humour,"Bridget Jones’s Diary (Bridget Jones, #1)",Helen Fielding,3.81,1996,https://www.goodreads.com/book/show/227443.Bridget_Jones_s_Diary
humour,"Small Gods (Discworld, #13)",Terry Pratchett,4.32,1992,https://www.goodreads.com/book/show/34484.Small_Gods
humour,"Sourcery (Discworld, #5; Rincewind, #3)",Terry Pratchett,3.91,1988,https://www.goodreads.com/book/show/34499.Sourcery
humour,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,4.17,2013,https://www.goodreads.com/book/show/17571564-hyperbole-and-a-half
humour,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,4.01,2013,https://www.goodreads.com/book/show/16181775-the-rosie-project
humour,"Reaper Man (Discworld, #11; Death, #2)",Terry Pratchett,4.28,1991,https://www.goodreads.com/book/show/34517.Reaper_Man
humour,Catch-22,Joseph Heller,3.99,1961,https://www.goodreads.com/book/show/168668.Catch_22
humour,"Pyramids (Discworld, #7)",Terry Pratchett,3.92,1989,https://www.goodreads.com/book/show/64217.Pyramids
humour,"Men at Arms (Discworld, #15; City Watch, #2)",Terry Pratchett,4.41,1993,https://www.goodreads.com/book/show/400354.Men_at_Arms
