Shelf,Title,Author,Rating,Publication Year,Link
self-help,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,4.19,1997,https://www.goodreads.com/book/show/6596.The_Four_Agreements
self-help,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.15,1997,https://www.goodreads.com/book/show/6708.The_Power_of_Now
self-help,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,3.95,2013,https://www.goodreads.com/book/show/15843166-you-are-a-badass
self-help,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,4.16,2016,https://www.goodreads.com/book/show/25744928-deep-work
self-help,The Gifts of Imperfection,Brené Brown,4.25,2010,https://www.goodreads.com/book/show/7015403-the-gifts-of-imperfection
self-help,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.29,2012,https://www.goodreads.com/book/show/13588356-daring-greatly
self-help,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,Brianna Wiest,4.05,2020,https://www.goodreads.com/book/show/53642699-the-mountain-is-you
self-help,Think and Grow Rich,Napoleon Hill,4.17,,https://www.goodreads.com/book/show/30186948-think-and-grow-rich
self-help,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,3.91,2018,https://www.goodreads.com/book/show/30257963-12-rules-for-life
self-help,The Courage to Be Disliked: A single book can change your life,Ichiro Kishimi,3.93,2013,https://www.goodreads.com/book/show/43306206-the-courage-to-be-disliked
self-help,"Rich Dad, Poor Dad",Robert T. Kiyosaki,4.1,1997,https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad
self-help,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.27,1990,https://www.goodreads.com/book/show/23878688-the-5-love-languages
self-help,Who Moved My Cheese?,Spencer Johnson,3.87,1999,https://www.goodreads.com/book/show/4894.Who_Moved_My_Cheese_
self-help,Mindset: The New Psychology of Success,Carol S. Dweck,4.09,,https://www.goodreads.com/book/show/40745.Mindset
self-help,"The Secret (The Secret, #1)",Rhonda Byrne,3.74,2006,https://www.goodreads.com/book/show/52529.The_Secret
self-help,The 48 Laws of Power,Robert Greene,4.09,1999,https://www.goodreads.com/book/show/1303.The_48_Laws_of_Power
self-help,The 4-Hour Workweek,Timothy Ferriss,3.91,,https://www.goodreads.com/book/show/368593.The_4_Hour_Workweek
self-help,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,4.06,2011,https://www.goodreads.com/book/show/19776547-essentialism
self-help,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,3.96,2015,https://www.goodreads.com/book/show/24453082-big-magic
self-help,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.3,2018,https://www.goodreads.com/book/show/41721428-can-t-hurt-me
self-help,The Happiness Project,Gretchen Rubin,3.65,2009,https://www.goodreads.com/book/show/6398634-the-happiness-project
self-help,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,4.0,2001,https://www.goodreads.com/book/show/1633.Getting_Things_Done
self-help,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,4.18,2021,https://www.goodreads.com/book/show/54785515-four-thousand-weeks
self-help,How to Stop Worrying and Start Living: Time-Tested Methods for Conquering Worry,Dale Carnegie,4.16,1944,https://www.goodreads.com/book/show/4866.How_to_Stop_Worrying_and_Start_Living
self-help,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,4.21,2007,https://www.goodreads.com/book/show/1963638.The_Untethered_Soul
self-help,"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",Lindsay C. Gibson,4.36,2015,https://www.goodreads.com/book/show/23129659-adult-children-of-emotionally-immature-parents
self-help,The Psychology of Money,Morgan Housel,4.29,2020,https://www.goodreads.com/book/show/41881472-the-psychology-of-money
self-help,101 Essays That Will Change The Way You Think,Brianna Wiest,3.73,2016,https://www.goodreads.com/book/show/32998876-101-essays-that-will-change-the-way-you-think
self-help,Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love,Amir Levine,4.13,2010,https://www.goodreads.com/book/show/9547888-attached
self-help,Grit: The Power of Passion and Perseverance,Angela Duckworth,4.08,2016,https://www.goodreads.com/book/show/27213329-grit
self-help,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,4.05,2019,https://www.goodreads.com/book/show/40672036-digital-minimalism
self-help,Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,4.35,2016,https://www.goodreads.com/book/show/123857637-never-split-the-difference
self-help,Girl Wash your Face,Rachel Hollis,3.57,2018,https://www.goodreads.com/book/show/35542451-girl-wash-your-face
self-help,Make Your Bed: Little Things That Can Change Your Life...and Maybe the World,William H. McRaven,,,https://www.goodreads.com/book/show/31423133-make-your-bed
self-help,10% Happier,Dan   Harris,3.91,2014,https://www.goodreads.com/book/show/18505796-10-happier
self-help,The Let Them Theory,Mel Robbins,4.07,2024,https://www.goodreads.com/book/show/216351768-the-let-them-theory
self-help,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,4.16,,https://www.goodreads.com/book/show/76334.A_New_Earth
graphic-novels,Watchmen,Alan             Moore,4.39,1987,https://www.goodreads.com/book/show/472331.Watchmen
graphic-novels,"Saga, Volume 1",Brian K. Vaughan,,,https://www.goodreads.com/book/show/15704307-saga-volume-1
graphic-novels,Nimona,N.D. Stevenson,4.18,2015,https://www.goodreads.com/book/show/19351043-nimona
graphic-novels,"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,4.51,2019,https://www.goodreads.com/book/show/43307358-heartstopper
graphic-novels,"The Sandman, Vol. 1: Preludes & Nocturnes",Neil Gaiman,4.25,1988,https://www.goodreads.com/book/show/23754.The_Sandman_Vol_1
graphic-novels,V for Vendetta,Alan             Moore,4.26,1990,https://www.goodreads.com/book/show/5805.V_for_Vendetta
graphic-novels,The Complete Maus,Art Spiegelman,4.58,1980,https://www.goodreads.com/book/show/15195.The_Complete_Maus
graphic-novels,"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,4.54,2020,https://www.goodreads.com/book/show/43449920-heartstopper
graphic-novels,Blankets,Craig Thompson,4.06,2003,https://www.goodreads.com/book/show/25179.Blankets
graphic-novels,"Saga, Volume 2",Brian K. Vaughan,,,https://www.goodreads.com/book/show/17131869-saga-volume-2
graphic-novels,The Complete Persepolis,Marjane Satrapi,4.4,2007,https://www.goodreads.com/book/show/991197.The_Complete_Persepolis
graphic-novels,The Prince and the Dressmaker,Jen Wang,4.33,2018,https://www.goodreads.com/book/show/34506912-the-prince-and-the-dressmaker
graphic-novels,"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,4.58,2021,https://www.goodreads.com/book/show/56060300-heartstopper
graphic-novels,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,4.39,1986,https://www.goodreads.com/book/show/15196.Maus_I
graphic-novels,"Saga, Volume 3",Brian K. Vaughan,,,https://www.goodreads.com/book/show/19358975-saga-volume-3
graphic-novels,"Paper Girls, Volume 1",Brian K. Vaughan,,,https://www.goodreads.com/book/show/28204534-paper-girls-volume-1
graphic-novels,Through the Woods,E.M. Carroll,3.94,2014,https://www.goodreads.com/book/show/18659623-through-the-woods
graphic-novels,This One Summer,Mariko Tamaki,3.69,2014,https://www.goodreads.com/book/show/18465566-this-one-summer
graphic-novels,"Saga, Volume 4",Brian K. Vaughan,,,https://www.goodreads.com/book/show/23093367-saga-volume-4
graphic-novels,Anya's Ghost,Vera Brosgol,3.9,2011,https://www.goodreads.com/book/show/9615347-anya-s-ghost
graphic-novels,Batman: The Killing Joke,Alan             Moore,4.36,1988,https://www.goodreads.com/book/show/96358.Batman
graphic-novels,Pumpkinheads,Rainbow Rowell,4.01,2019,https://www.goodreads.com/book/show/40864790-pumpkinheads
graphic-novels,"The Sandman, Vol. 2: The Doll's House",Neil Gaiman,4.43,1990,https://www.goodreads.com/book/show/25099.The_Sandman_Vol_2
graphic-novels,American Born Chinese,Gene Luen Yang,3.88,2006,https://www.goodreads.com/book/show/118944.American_Born_Chinese
graphic-novels,"Fables, Vol. 1: Legends in Exile",Bill Willingham,,,https://www.goodreads.com/book/show/21326.Fables_Vol_1
graphic-novels,"Saga, Volume 5",Brian K. Vaughan,,,https://www.goodreads.com/book/show/25451555-saga-volume-5
graphic-novels,"The Tea Dragon Society (Tea Dragon, #1)",Kay O'Neill,4.34,2017,https://www.goodreads.com/book/show/34895950-the-tea-dragon-society
graphic-novels,"Scott Pilgrim's Precious Little Life (Scott Pilgrim, #1)",Bryan Lee O'Malley,,,https://www.goodreads.com/book/show/29800.Scott_Pilgrim_s_Precious_Little_Life
graphic-novels,"Lumberjanes, Vol. 1: Beware the Kitten Holy",N.D. Stevenson,,,https://www.goodreads.com/book/show/22554204-lumberjanes-vol-1
graphic-novels,"The Sandman, Vol. 3: Dream Country",Neil Gaiman,4.24,1990,https://www.goodreads.com/book/show/25100.The_Sandman_Vol_3
graphic-novels,Batman: The Dark Knight Returns,Frank Miller,4.26,1986,https://www.goodreads.com/book/show/59960.Batman
graphic-novels,"Y: The Last Man, Vol. 1: Unmanned",Brian K. Vaughan,4.08,2003,https://www.goodreads.com/book/show/156534.Y
graphic-novels,Welcome to Lovecraft (Locke & Key #1),Joe Hill,4.15,2008,https://www.goodreads.com/book/show/3217221-welcome-to-lovecraft
graphic-novels,"Lore Olympus: Volume One (Lore Olympus, #1)",Rachel  Smythe,4.21,2021,https://www.goodreads.com/book/show/57282218-lore-olympus
graphic-novels,Laura Dean Keeps Breaking Up with Me,Mariko Tamaki,3.84,2019,https://www.goodreads.com/book/show/40864841-laura-dean-keeps-breaking-up-with-me
graphic-novels,Mooncakes,Suzanne  Walker,3.81,2019,https://www.goodreads.com/book/show/44774415-mooncakes
graphic-novels,"Smile (Smile, #1)",Raina Telgemeier,4.23,2009,https://www.goodreads.com/book/show/6393631-smile
graphic-novels,"Saga, Volume 6",Brian K. Vaughan,,,https://www.goodreads.com/book/show/28862528-saga-volume-6
graphic-novels,Batman: Year One,Frank Miller,,,https://www.goodreads.com/book/show/59980.Batman
graphic-novels,"Ms. Marvel, Vol. 1: No Normal",G. Willow Wilson,4.1,2014,https://www.goodreads.com/book/show/20898019-ms-marvel-vol-1
graphic-novels,"The Sandman, Vol. 4: Season of Mists",Neil Gaiman,4.53,1991,https://www.goodreads.com/book/show/25101.The_Sandman_Vol_4
graphic-novels,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",Art Spiegelman,4.43,1991,https://www.goodreads.com/book/show/15197.Maus_II
graphic-novels,Bloom,Kevin Panetta,3.9,2019,https://www.goodreads.com/book/show/39073387-bloom
graphic-novels,Ghost World,Daniel Clowes,3.82,1998,https://www.goodreads.com/book/show/62953.Ghost_World
graphic-novels,"The Wicked + The Divine, Vol. 1: The Faust Act",Kieron Gillen,,,https://www.goodreads.com/book/show/23093359-the-wicked-the-divine-vol-1
graphic-novels,The Girl from the Sea,Molly Knox Ostertag,4.12,2021,https://www.goodreads.com/book/show/54776523-the-girl-from-the-sea
graphic-novels,"The Walking Dead, Vol. 1: Days Gone Bye",Robert Kirkman,4.27,2004,https://www.goodreads.com/book/show/138398.The_Walking_Dead_Vol_1
poetry,Milk and honey,Rupi Kaur,3.96,2014,https://www.goodreads.com/book/show/23513349-milk-and-honey
poetry,The Sun and Her Flowers,Rupi Kaur,4.08,2018,https://www.goodreads.com/book/show/35606560-the-sun-and-her-flowers
poetry,"The Princess Saves Herself in This One (Women Are Some Kind of Magic, #1)",Amanda Lovelace,3.82,2016,https://www.goodreads.com/book/show/30075802-the-princess-saves-herself-in-this-one
poetry,Leaves of Grass,Walt Whitman,4.11,1855,https://www.goodreads.com/book/show/27494.Leaves_of_Grass
poetry,Ariel,Sylvia Plath,4.19,1965,https://www.goodreads.com/book/show/395090.Ariel
poetry,Night Sky with Exit Wounds,Ocean Vuong,4.17,2016,https://www.goodreads.com/book/show/23841432-night-sky-with-exit-wounds
poetry,The Complete Poems of Emily Dickinson,Emily Dickinson,4.28,1890,https://www.goodreads.com/book/show/112204.The_Complete_Poems_of_Emily_Dickinson
poetry,Howl and Other Poems,Allen Ginsberg,4.13,1956,https://www.goodreads.com/book/show/6295.Howl_and_Other_Poems
poetry,Crush,Richard Siken,4.34,2005,https://www.goodreads.com/book/show/96259.Crush
poetry,Beowulf,Beowulf Poet,3.5,1000,https://www.goodreads.com/book/show/52357.Beowulf
poetry,Paradise Lost,John Milton,3.85,1667,https://www.goodreads.com/book/show/15997.Paradise_Lost
poetry,Home Body,Rupi Kaur,4.06,2020,https://www.goodreads.com/book/show/49656780-home-body
poetry,Twenty Love Poems and a Song of Despair,Pablo Neruda,4.2,1924,https://www.goodreads.com/book/show/5932.Twenty_Love_Poems_and_a_Song_of_Despair
poetry,The Poet X,Elizabeth Acevedo,4.37,2018,https://www.goodreads.com/book/show/33294200-the-poet-x
poetry,The Waste Land and Other Poems,T.S. Eliot,4.22,1922,https://www.goodreads.com/book/show/400412.The_Waste_Land_and_Other_Poems
poetry,Shakespeare's Sonnets,William Shakespeare,4.25,1609,https://www.goodreads.com/book/show/42038.Shakespeare_s_Sonnets
poetry,Les Fleurs du Mal,Charles Baudelaire,4.19,1857,https://www.goodreads.com/book/show/203220.Les_Fleurs_du_Mal
poetry,"The Witch Doesn't Burn in This One (Women Are Some Kind of Magic, #2)",Amanda Lovelace,3.73,2018,https://www.goodreads.com/book/show/35924698-the-witch-doesn-t-burn-in-this-one
poetry,Devotions: The Selected Poems of Mary Oliver,Mary Oliver,4.56,2017,https://www.goodreads.com/book/show/34272476-devotions
poetry,The Prophet,Kahlil Gibran,4.23,1923,https://www.goodreads.com/book/show/2547.The_Prophet
poetry,The Complete Stories and Poems,Edgar Allan Poe,4.4,1849,https://www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems
poetry,A Thousand Mornings: Poems,Mary Oliver,4.2,2012,https://www.goodreads.com/book/show/13588404-a-thousand-mornings
poetry,Citizen: An American Lyric,Claudia Rankine,4.25,2014,https://www.goodreads.com/book/show/20613761-citizen
poetry,"If Not, Winter: Fragments of Sappho",Sappho,4.43,,https://www.goodreads.com/book/show/150253.If_Not_Winter
poetry,Time Is a Mother,Ocean Vuong,3.92,2022,https://www.goodreads.com/book/show/58582927-time-is-a-mother
poetry,Songs of Innocence and of Experience,William Blake,4.09,1794,https://www.goodreads.com/book/show/171547.Songs_of_Innocence_and_of_Experience
poetry,Inferno,Dante Alighieri,4.03,1320,https://www.goodreads.com/book/show/15645.Inferno
poetry,Letters to a Young Poet,Rainer Maria Rilke,4.28,1929,https://www.goodreads.com/book/show/46199.Letters_to_a_Young_Poet
poetry,The Collected Poems,Sylvia Plath,4.25,1981,https://www.goodreads.com/book/show/2078076.The_Collected_Poems
poetry,Autobiography of Red,Anne Carson,4.25,1998,https://www.goodreads.com/book/show/61049.Autobiography_of_Red
poetry,The Waste Land,T.S. Eliot,4.11,1922,https://www.goodreads.com/book/show/34080.The_Waste_Land
poetry,The Raven,Edgar Allan Poe,4.29,1845,https://www.goodreads.com/book/show/264158.The_Raven
poetry,The Essential Rumi,Coleman Barks,,,https://www.goodreads.com/book/show/304079.The_Essential_Rumi
poetry,Teaching My Mother How to Give Birth,Warsan Shire,4.24,2011,https://www.goodreads.com/book/show/13376363-teaching-my-mother-how-to-give-birth
poetry,Salt,Nayyirah Waheed,4.22,2013,https://www.goodreads.com/book/show/18585282-salt
poetry,The Divine Comedy: Inferno - Purgatorio - Paradiso,Dante Alighieri,4.08,1320,https://www.goodreads.com/book/show/6656.The_Divine_Comedy
poetry,Falling Up,Shel Silverstein,4.36,1996,https://www.goodreads.com/book/show/30120.Falling_Up
poetry,Bluets,Maggie Nelson,4.05,2009,https://www.goodreads.com/book/show/6798263-bluets
poetry,"Pillow Thoughts (Pillow Thoughts, #1)",Courtney Peppernell,3.81,2017,https://www.goodreads.com/book/show/32468495-pillow-thoughts
poetry,Bright Dead Things,Ada Limon,4.19,2015,https://www.goodreads.com/book/show/24945396-bright-dead-things
poetry,Violet Bent Backwards Over the Grass,Lana Del Rey,3.99,2020,https://www.goodreads.com/book/show/43554866-violet-bent-backwards-over-the-grass
poetry,The Collected Poems of W.B. Yeats,W.B. Yeats,4.23,1933,https://www.goodreads.com/book/show/53022.The_Collected_Poems_of_W_B_Yeats
poetry,Love & Misadventure,Lang Leav,3.93,2013,https://www.goodreads.com/book/show/18003300-love-misadventure
poetry,The Poetry of Robert Frost,Robert Frost,4.24,1969,https://www.goodreads.com/book/show/95819.The_Poetry_of_Robert_Frost
poetry,Brown Girl Dreaming,Jacqueline Woodson,4.15,2014,https://www.goodreads.com/book/show/20821284-brown-girl-dreaming
poetry,Call Us What We Carry,Amanda Gorman,4.26,2021,https://www.goodreads.com/book/show/56805404-call-us-what-we-carry
crime,"The Godfather (The Godfather, #1)",Mario Puzo,4.4,1969,https://www.goodreads.com/book/show/22034.The_Godfather
crime,"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,4.07,1981,https://www.goodreads.com/book/show/28877.Red_Dragon
crime,The Elephant Tree,R.D. Ronald,3.9,2010,https://www.goodreads.com/book/show/9293020-the-elephant-tree
crime,The Zombie Room,R.D. Ronald,3.92,2012,https://www.goodreads.com/book/show/29908754-the-zombie-room
crime,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,3.94,1939,https://www.goodreads.com/book/show/2052.The_Big_Sleep
crime,"Career of Evil (Cormoran Strike, #3)",Robert Galbraith,4.22,2015,https://www.goodreads.com/book/show/40611999-career-of-evil
crime,"Flaggermusmannen (Harry Hole, #1)",Jo Nesbø,3.55,1997,https://www.goodreads.com/book/show/1991039.Flaggermusmannen
crime,"The Snowman (Harry Hole, #7)",Jo Nesbø,4.02,2007,https://www.goodreads.com/book/show/9572203-the-snowman
crime,"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,3.89,1890,https://www.goodreads.com/book/show/608474.The_Sign_of_Four
crime,"The Dry (Aaron Falk, #1)",Jane Harper,4.06,2016,https://www.goodreads.com/book/show/27824826-the-dry
crime,"The Man Who Died Twice (Thursday Murder Club, #2)",Richard Osman,4.36,2021,https://www.goodreads.com/book/show/55457493-the-man-who-died-twice
crime,"My Sister, the Serial Killer",Oyinkan Braithwaite,3.64,2018,https://www.goodreads.com/book/show/38819868-my-sister-the-serial-killer
crime,"Killing Floor (Jack Reacher, #1)",Lee Child,4.08,1997,https://www.goodreads.com/book/show/78129.Killing_Floor
crime,The Lovely Bones,Alice Sebold,3.86,2002,https://www.goodreads.com/book/show/12232938-the-lovely-bones
crime,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen        King,4.04,2014,https://www.goodreads.com/book/show/18775247-mr-mercedes
crime,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",Michael    Connelly,4.14,1992,https://www.goodreads.com/book/show/32508.The_Black_Echo
philosophy,Meditations,Marcus Aurelius,4.28,,https://www.goodreads.com/book/show/30659.Meditations
philosophy,The Republic,Plato,3.97,,https://www.goodreads.com/book/show/30289.The_Republic
philosophy,Thus Spoke Zarathustra,Friedrich Nietzsche,4.07,1883,https://www.goodreads.com/book/show/51893.Thus_Spoke_Zarathustra
philosophy,Beyond Good and Evil,Friedrich Nietzsche,4.03,1886,https://www.goodreads.com/book/show/12321.Beyond_Good_and_Evil
philosophy,The Prince,Niccolò Machiavelli,3.84,1513,https://www.goodreads.com/book/show/28862.The_Prince
philosophy,Sophie’s World,Jostein Gaarder,3.97,1991,https://www.goodreads.com/book/show/10959.Sophie_s_World
philosophy,Tao Te Ching,Lao Tzu,4.29,,https://www.goodreads.com/book/show/67896.Tao_Te_Ching
philosophy,The Nicomachean Ethics,Aristotle,4.0,,https://www.goodreads.com/book/show/19068.The_Nicomachean_Ethics
philosophy,Letters from a Stoic,Seneca,4.33,,https://www.goodreads.com/book/show/97411.Letters_from_a_Stoic
philosophy,Critique of Pure Reason,Immanuel Kant,3.96,1781,https://www.goodreads.com/book/show/18288.Critique_of_Pure_Reason
philosophy,A History of Western Philosophy,Bertrand Russell,4.13,1945,https://www.goodreads.com/book/show/243685.A_History_of_Western_Philosophy
philosophy,Siddhartha,Hermann Hesse,4.08,1922,https://www.goodreads.com/book/show/52036.Siddhartha
philosophy,The Symposium,Plato,4.09,,https://www.goodreads.com/book/show/81779.The_Symposium
philosophy,The Communist Manifesto,Karl Marx,3.68,1848,https://www.goodreads.com/book/show/30474.The_Communist_Manifesto
philosophy,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,1974,https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance
philosophy,The Myth of Sisyphus,Albert Camus,4.17,1942,https://www.goodreads.com/book/show/91950.The_Myth_of_Sisyphus
philosophy,Being and Time,Martin Heidegger,4.05,1927,https://www.goodreads.com/book/show/92307.Being_and_Time
philosophy,Fear and Trembling,Søren Kierkegaard,4.0,1843,https://www.goodreads.com/book/show/24965.Fear_and_Trembling
philosophy,Being and Nothingness,Jean-Paul Sartre,3.99,1943,https://www.goodreads.com/book/show/10033.Being_and_Nothingness
philosophy,On the Genealogy of Morals,Friedrich Nietzsche,4.12,1887,https://www.goodreads.com/book/show/80449.On_the_Genealogy_of_Morals
philosophy,Nausea,Jean-Paul Sartre,3.93,1938,https://www.goodreads.com/book/show/298275.Nausea
philosophy,Candide,Voltaire,3.76,1759,https://www.goodreads.com/book/show/19380.Candide
philosophy,The Myth of Sisyphus and Other Essays,Albert Camus,4.22,1942,https://www.goodreads.com/book/show/11987.The_Myth_of_Sisyphus_and_Other_Essays
philosophy,Leviathan,Thomas Hobbes,3.7,1651,https://www.goodreads.com/book/show/91953.Leviathan
philosophy,Existentialism is a Humanism,Jean-Paul Sartre,3.98,1946,https://www.goodreads.com/book/show/51985.Existentialism_is_a_Humanism
philosophy,Apology,Plato,4.19,,https://www.goodreads.com/book/show/73945.Apology
philosophy,The Social Contract,Jean-Jacques Rousseau,3.78,1762,https://www.goodreads.com/book/show/12651.The_Social_Contract
philosophy,On Liberty,John Stuart Mill,3.96,1859,https://www.goodreads.com/book/show/385228.On_Liberty
philosophy,"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness",Epictetus,4.24,,https://www.goodreads.com/book/show/24618.The_Art_of_Living
philosophy,Ethics,Baruch Spinoza,4.1,1677,https://www.goodreads.com/book/show/205218.Ethics
philosophy,On the Shortness of Life: Life Is Long if You Know How to Use It (Penguin Great Ideas),Seneca,4.16,,https://www.goodreads.com/book/show/97412.On_the_Shortness_of_Life
philosophy,"Walden or, Life in the Woods",Henry David Thoreau,3.77,1854,https://www.goodreads.com/book/show/16902.Walden_or_Life_in_the_Woods
philosophy,The Problems of Philosophy,Bertrand Russell,3.9,1912,https://www.goodreads.com/book/show/31799.The_Problems_of_Philosophy
philosophy,An Enquiry Concerning Human Understanding,David Hume,3.94,1748,https://www.goodreads.com/book/show/130119.An_Enquiry_Concerning_Human_Understanding
philosophy,"The Trial and Death of Socrates (Euthyphro, Apology, Crito, Phaedo)",Plato,4.12,,https://www.goodreads.com/book/show/22632.The_Trial_and_Death_of_Socrates
philosophy,Politics,Aristotle,3.98,,https://www.goodreads.com/book/show/19083.Politics
philosophy,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,4.1,1921,https://www.goodreads.com/book/show/12075.Tractatus_Logico_Philosophicus
philosophy,Meditations on First Philosophy,René Descartes,3.74,1641,https://www.goodreads.com/book/show/30658.Meditations_on_First_Philosophy
philosophy,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,4.15,1926,https://www.goodreads.com/book/show/31795.The_Story_of_Philosophy
philosophy,Discipline and Punish: The Birth of the Prison,Michel Foucault,4.24,1975,https://www.goodreads.com/book/show/80369.Discipline_and_Punish
philosophy,Groundwork of the Metaphysics of Morals,Immanuel Kant,3.83,1785,https://www.goodreads.com/book/show/60080.Groundwork_of_the_Metaphysics_of_Morals
philosophy,Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel,3.96,1807,https://www.goodreads.com/book/show/9454.Phenomenology_of_Spirit
philosophy,Discourse on Method and Meditations on First Philosophy,René Descartes,3.77,1637,https://www.goodreads.com/book/show/31862.Discourse_on_Method_and_Meditations_on_First_Philosophy
philosophy,The Plague,Albert Camus,4.02,1947,https://www.goodreads.com/book/show/11989.The_Plague
philosophy,Utopia,Thomas More,3.55,1516,https://www.goodreads.com/book/show/18414.Utopia
